id,answer
1457,Melbourne-COMMA- Victoria
1458,42
1459,42
1460,Melbourne-COMMA- Victoria
1461,42
1462,Melbourne-COMMA- Victoria
1463,not sure
1464,42
1465,42
1466,not sure
1467,Melbourne-COMMA- Victoria
1468,Melbourne-COMMA- Victoria
1469,not sure
1470,42
1471,not sure
1472,42
1473,Melbourne-COMMA- Victoria
1474,42
1475,42
1476,not sure
1477,not sure
1478,42
1479,42
1480,42
1481,not sure
1482,Melbourne-COMMA- Victoria
1483,42
1484,42
1485,not sure
1486,not sure
1487,not sure
1488,Melbourne-COMMA- Victoria
1489,not sure
1490,Melbourne-COMMA- Victoria
1491,Melbourne-COMMA- Victoria
1492,Melbourne-COMMA- Victoria
1493,42
1494,Melbourne-COMMA- Victoria
1495,Melbourne-COMMA- Victoria
1496,42
1497,42
1498,not sure
1499,Melbourne-COMMA- Victoria
1500,42
1501,42
1502,not sure
1503,Melbourne-COMMA- Victoria
1504,Melbourne-COMMA- Victoria
1505,42
1506,42
1507,Melbourne-COMMA- Victoria
1508,Melbourne-COMMA- Victoria
1509,Melbourne-COMMA- Victoria
1510,42
1511,42
1512,42
1513,42
1514,42
1515,not sure
1516,not sure
1517,42
1518,not sure
1519,42
1520,Melbourne-COMMA- Victoria
1521,Melbourne-COMMA- Victoria
1522,42
1523,Melbourne-COMMA- Victoria
1524,Melbourne-COMMA- Victoria
1525,not sure
1526,Melbourne-COMMA- Victoria
1527,not sure
1528,Melbourne-COMMA- Victoria
1529,42
1530,Melbourne-COMMA- Victoria
1531,Melbourne-COMMA- Victoria
1532,not sure
1533,42
1534,Melbourne-COMMA- Victoria
1535,Melbourne-COMMA- Victoria
1536,42
1537,Melbourne-COMMA- Victoria
1538,Melbourne-COMMA- Victoria
1539,Melbourne-COMMA- Victoria
1540,Melbourne-COMMA- Victoria
1541,Melbourne-COMMA- Victoria
1542,42
1543,not sure
1544,not sure
1545,42
1546,Melbourne-COMMA- Victoria
1547,not sure
1548,Melbourne-COMMA- Victoria
1549,not sure
1550,Melbourne-COMMA- Victoria
1551,42
1552,not sure
1553,not sure
1554,Melbourne-COMMA- Victoria
1555,42
1556,Melbourne-COMMA- Victoria
1557,not sure
1558,Melbourne-COMMA- Victoria
1559,Melbourne-COMMA- Victoria
1560,not sure
1561,not sure
1562,42
1563,Melbourne-COMMA- Victoria
1564,42
1565,42
1566,Melbourne-COMMA- Victoria
1567,42
1568,42
1569,Melbourne-COMMA- Victoria
1570,not sure
1571,not sure
1572,42
1573,42
1574,Melbourne-COMMA- Victoria
1575,42
1576,not sure
1577,Melbourne-COMMA- Victoria
1578,42
1579,42
1580,42
1581,42
1582,Melbourne-COMMA- Victoria
1583,Melbourne-COMMA- Victoria
1584,42
1585,not sure
1586,Melbourne-COMMA- Victoria
1587,not sure
1588,42
1589,not sure
1590,not sure
1591,42
1592,42
1593,Melbourne-COMMA- Victoria
1594,42
1595,Melbourne-COMMA- Victoria
1596,Melbourne-COMMA- Victoria
1597,Melbourne-COMMA- Victoria
1598,42
1599,Melbourne-COMMA- Victoria
1600,Melbourne-COMMA- Victoria
1601,Melbourne-COMMA- Victoria
1602,Melbourne-COMMA- Victoria
1603,42
1604,42
1605,Melbourne-COMMA- Victoria
1606,42
1607,not sure
1608,Melbourne-COMMA- Victoria
1609,Melbourne-COMMA- Victoria
1610,Melbourne-COMMA- Victoria
1611,42
1612,Melbourne-COMMA- Victoria
1613,Melbourne-COMMA- Victoria
1614,not sure
1615,not sure
1616,not sure
1617,Melbourne-COMMA- Victoria
1618,42
1619,Melbourne-COMMA- Victoria
1620,42
1621,42
1622,not sure
1623,Melbourne-COMMA- Victoria
1624,Melbourne-COMMA- Victoria
1625,42
1626,42
1627,not sure
1628,not sure
1629,42
1630,Melbourne-COMMA- Victoria
1631,42
1632,not sure
1633,Melbourne-COMMA- Victoria
1634,Melbourne-COMMA- Victoria
1635,Melbourne-COMMA- Victoria
1636,Melbourne-COMMA- Victoria
1637,Melbourne-COMMA- Victoria
1638,Melbourne-COMMA- Victoria
1639,not sure
1640,not sure
1641,not sure
1642,42
1643,Melbourne-COMMA- Victoria
1644,not sure
1645,Melbourne-COMMA- Victoria
1646,Melbourne-COMMA- Victoria
1647,Melbourne-COMMA- Victoria
1648,not sure
1649,Melbourne-COMMA- Victoria
1650,not sure
1651,42
1652,Melbourne-COMMA- Victoria
1653,Melbourne-COMMA- Victoria
1654,not sure
1655,42
1656,42
1657,42
1658,42
1659,42
1660,not sure
1661,Melbourne-COMMA- Victoria
1662,not sure
1663,Melbourne-COMMA- Victoria
1664,Melbourne-COMMA- Victoria
1665,42
1666,Melbourne-COMMA- Victoria
1667,not sure
1668,42
1669,42
1670,not sure
1671,not sure
1672,Melbourne-COMMA- Victoria
1673,42
1674,42
1675,not sure
1676,Melbourne-COMMA- Victoria
1677,42
1678,not sure
1679,42
1680,42
1681,Melbourne-COMMA- Victoria
1682,not sure
1683,42
1684,not sure
1685,Melbourne-COMMA- Victoria
1686,not sure
1687,not sure
1688,not sure
1689,Melbourne-COMMA- Victoria
1690,not sure
1691,not sure
1692,not sure
1693,Melbourne-COMMA- Victoria
1694,not sure
1695,42
1696,42
1697,42
1698,not sure
1699,Melbourne-COMMA- Victoria
1700,42
1701,42
1702,Melbourne-COMMA- Victoria
1703,Melbourne-COMMA- Victoria
1704,42
1705,not sure
1706,not sure
1707,42
1708,Melbourne-COMMA- Victoria
1709,not sure
1710,42
1711,42
1712,Melbourne-COMMA- Victoria
1713,Melbourne-COMMA- Victoria
1714,Melbourne-COMMA- Victoria
1715,42
1716,Melbourne-COMMA- Victoria
1717,not sure
1718,42
1719,Melbourne-COMMA- Victoria
1720,Melbourne-COMMA- Victoria
1721,Melbourne-COMMA- Victoria
1722,Melbourne-COMMA- Victoria
1723,42
1724,not sure
1725,not sure
1726,not sure
1727,42
1728,42
1729,Melbourne-COMMA- Victoria
1730,Melbourne-COMMA- Victoria
1731,Melbourne-COMMA- Victoria
1732,42
1733,not sure
1734,not sure
1735,Melbourne-COMMA- Victoria
1736,not sure
1737,not sure
1738,42
1739,42
1740,42
1741,Melbourne-COMMA- Victoria
1742,Melbourne-COMMA- Victoria
1743,42
1744,42
1745,not sure
1746,42
1747,not sure
1748,Melbourne-COMMA- Victoria
1749,not sure
1750,42
1751,Melbourne-COMMA- Victoria
1752,Melbourne-COMMA- Victoria
1753,42
1754,not sure
1755,Melbourne-COMMA- Victoria
1756,42
1757,not sure
1758,42
1759,42
1760,not sure
1761,42
1762,not sure
1763,Melbourne-COMMA- Victoria
1764,Melbourne-COMMA- Victoria
1765,Melbourne-COMMA- Victoria
1766,not sure
1767,42
1768,not sure
1769,Melbourne-COMMA- Victoria
1770,not sure
1771,Melbourne-COMMA- Victoria
1772,42
1773,not sure
1774,Melbourne-COMMA- Victoria
1775,Melbourne-COMMA- Victoria
1776,not sure
1777,42
1778,42
1779,not sure
1780,Melbourne-COMMA- Victoria
1781,Melbourne-COMMA- Victoria
1782,Melbourne-COMMA- Victoria
1783,42
1784,not sure
1785,Melbourne-COMMA- Victoria
1786,not sure
1787,not sure
1788,Melbourne-COMMA- Victoria
1789,Melbourne-COMMA- Victoria
1790,42
1791,Melbourne-COMMA- Victoria
1792,42
1793,42
1794,42
1795,Melbourne-COMMA- Victoria
1796,Melbourne-COMMA- Victoria
1797,not sure
1798,not sure
1799,42
1800,not sure
1801,not sure
1802,42
1803,42
1804,Melbourne-COMMA- Victoria
1805,Melbourne-COMMA- Victoria
1806,42
1807,42
1808,42
1809,42
1810,Melbourne-COMMA- Victoria
1811,Melbourne-COMMA- Victoria
1812,42
1813,42
1814,42
1815,not sure
1816,not sure
1817,42
1818,42
1819,Melbourne-COMMA- Victoria
1820,42
1821,Melbourne-COMMA- Victoria
1822,42
1823,Melbourne-COMMA- Victoria
1824,42
1825,not sure
1826,42
1827,42
1828,42
1829,not sure
1830,Melbourne-COMMA- Victoria
1831,not sure
1832,Melbourne-COMMA- Victoria
1833,not sure
1834,not sure
1835,not sure
1836,42
1837,Melbourne-COMMA- Victoria
1838,Melbourne-COMMA- Victoria
1839,not sure
1840,42
1841,Melbourne-COMMA- Victoria
1842,not sure
1843,not sure
1844,not sure
1845,not sure
1846,42
1847,42
1848,42
1849,Melbourne-COMMA- Victoria
1850,not sure
1851,not sure
1852,not sure
1853,42
1854,Melbourne-COMMA- Victoria
1855,Melbourne-COMMA- Victoria
1856,42
1857,not sure
1858,42
1859,Melbourne-COMMA- Victoria
1860,Melbourne-COMMA- Victoria
1861,Melbourne-COMMA- Victoria
1862,Melbourne-COMMA- Victoria
1863,Melbourne-COMMA- Victoria
1864,Melbourne-COMMA- Victoria
1865,42
1866,not sure
1867,not sure
1868,Melbourne-COMMA- Victoria
1869,Melbourne-COMMA- Victoria
1870,42
1871,42
1872,not sure
1873,not sure
1874,42
1875,42
1876,not sure
1877,42
1878,42
1879,not sure
1880,Melbourne-COMMA- Victoria
1881,42
1882,Melbourne-COMMA- Victoria
1883,Melbourne-COMMA- Victoria
1884,Melbourne-COMMA- Victoria
1885,Melbourne-COMMA- Victoria
1886,Melbourne-COMMA- Victoria
1887,not sure
1888,42
1889,not sure
1890,not sure
1891,Melbourne-COMMA- Victoria
1892,not sure
1893,not sure
1894,42
1895,not sure
1896,not sure
1897,42
1898,42
1899,not sure
1900,42
1901,Melbourne-COMMA- Victoria
1902,not sure
1903,Melbourne-COMMA- Victoria
1904,42
1905,not sure
1906,Melbourne-COMMA- Victoria
1907,42
1908,42
1909,Melbourne-COMMA- Victoria
1910,not sure
1911,Melbourne-COMMA- Victoria
1912,42
1913,not sure
1914,42
1915,not sure
1916,Melbourne-COMMA- Victoria
1917,Melbourne-COMMA- Victoria
1918,42
1919,Melbourne-COMMA- Victoria
1920,not sure
1921,42
1922,42
1923,42
1924,42
1925,42
1926,Melbourne-COMMA- Victoria
1927,not sure
1928,not sure
1929,not sure
1930,42
1931,not sure
1932,42
1933,Melbourne-COMMA- Victoria
1934,Melbourne-COMMA- Victoria
1935,not sure
1936,42
1937,42
1938,not sure
1939,42
1940,not sure
1941,Melbourne-COMMA- Victoria
1942,42
1943,42
1944,Melbourne-COMMA- Victoria
1945,Melbourne-COMMA- Victoria
1946,not sure
1947,not sure
1948,not sure
1949,Melbourne-COMMA- Victoria
1950,42
1951,42
1952,42
1953,Melbourne-COMMA- Victoria
1954,not sure
1955,42
1956,not sure
1957,Melbourne-COMMA- Victoria
1958,Melbourne-COMMA- Victoria
1959,42
1960,42
1961,not sure
1962,42
1963,Melbourne-COMMA- Victoria
1964,Melbourne-COMMA- Victoria
1965,not sure
1966,not sure
1967,Melbourne-COMMA- Victoria
1968,42
1969,Melbourne-COMMA- Victoria
1970,Melbourne-COMMA- Victoria
1971,Melbourne-COMMA- Victoria
1972,not sure
1973,not sure
1974,Melbourne-COMMA- Victoria
1975,not sure
1976,Melbourne-COMMA- Victoria
1977,not sure
1978,Melbourne-COMMA- Victoria
1979,not sure
1980,not sure
1981,Melbourne-COMMA- Victoria
1982,not sure
1983,not sure
1984,42
1985,not sure
1986,Melbourne-COMMA- Victoria
1987,not sure
1988,42
1989,not sure
1990,Melbourne-COMMA- Victoria
1991,not sure
1992,Melbourne-COMMA- Victoria
1993,Melbourne-COMMA- Victoria
1994,42
1995,Melbourne-COMMA- Victoria
1996,42
1997,42
1998,42
1999,Melbourne-COMMA- Victoria
2000,not sure
2001,Melbourne-COMMA- Victoria
2002,Melbourne-COMMA- Victoria
2003,42
2004,42
2005,42
2006,Melbourne-COMMA- Victoria
2007,not sure
2008,Melbourne-COMMA- Victoria
2009,not sure
2010,Melbourne-COMMA- Victoria
2011,42
2012,not sure
2013,Melbourne-COMMA- Victoria
2014,not sure
2015,42
2016,not sure
2017,not sure
2018,42
2019,42
2020,Melbourne-COMMA- Victoria
2021,42
2022,not sure
2023,42
2024,42
2025,not sure
2026,not sure
2027,Melbourne-COMMA- Victoria
2028,Melbourne-COMMA- Victoria
2029,Melbourne-COMMA- Victoria
2030,42
2031,Melbourne-COMMA- Victoria
2032,not sure
2033,Melbourne-COMMA- Victoria
2034,not sure
2035,not sure
2036,Melbourne-COMMA- Victoria
2037,Melbourne-COMMA- Victoria
2038,not sure
2039,not sure
2040,Melbourne-COMMA- Victoria
2041,not sure
2042,not sure
2043,Melbourne-COMMA- Victoria
2044,Melbourne-COMMA- Victoria
2045,not sure
2046,Melbourne-COMMA- Victoria
2047,Melbourne-COMMA- Victoria
2048,42
2049,Melbourne-COMMA- Victoria
2050,42
2051,Melbourne-COMMA- Victoria
2052,42
2053,42
2054,42
2055,not sure
2056,not sure
2057,not sure
2058,not sure
2059,Melbourne-COMMA- Victoria
2060,Melbourne-COMMA- Victoria
2061,Melbourne-COMMA- Victoria
2062,not sure
2063,Melbourne-COMMA- Victoria
2064,Melbourne-COMMA- Victoria
2065,42
2066,not sure
2067,not sure
2068,42
2069,Melbourne-COMMA- Victoria
2070,Melbourne-COMMA- Victoria
2071,not sure
2072,not sure
2073,42
2074,42
2075,Melbourne-COMMA- Victoria
2076,not sure
2077,Melbourne-COMMA- Victoria
2078,Melbourne-COMMA- Victoria
2079,Melbourne-COMMA- Victoria
2080,Melbourne-COMMA- Victoria
2081,42
2082,42
2083,Melbourne-COMMA- Victoria
2084,Melbourne-COMMA- Victoria
2085,not sure
2086,not sure
2087,Melbourne-COMMA- Victoria
2088,Melbourne-COMMA- Victoria
2089,42
2090,42
2091,Melbourne-COMMA- Victoria
2092,Melbourne-COMMA- Victoria
2093,42
2094,Melbourne-COMMA- Victoria
2095,Melbourne-COMMA- Victoria
2096,42
2097,42
2098,not sure
2099,not sure
2100,not sure
2101,42
2102,Melbourne-COMMA- Victoria
2103,Melbourne-COMMA- Victoria
2104,42
2105,42
2106,Melbourne-COMMA- Victoria
2107,Melbourne-COMMA- Victoria
2108,Melbourne-COMMA- Victoria
2109,Melbourne-COMMA- Victoria
2110,Melbourne-COMMA- Victoria
2111,Melbourne-COMMA- Victoria
2112,42
2113,Melbourne-COMMA- Victoria
2114,Melbourne-COMMA- Victoria
2115,42
2116,Melbourne-COMMA- Victoria
2117,not sure
2118,not sure
2119,Melbourne-COMMA- Victoria
2120,not sure
2121,42
2122,Melbourne-COMMA- Victoria
2123,42
2124,Melbourne-COMMA- Victoria
2125,42
2126,not sure
2127,Melbourne-COMMA- Victoria
2128,not sure
2129,Melbourne-COMMA- Victoria
2130,42
2131,not sure
2132,42
2133,not sure
2134,not sure
2135,Melbourne-COMMA- Victoria
2136,42
2137,Melbourne-COMMA- Victoria
2138,not sure
2139,Melbourne-COMMA- Victoria
2140,42
2141,not sure
2142,42
2143,42
2144,42
2145,not sure
2146,Melbourne-COMMA- Victoria
2147,not sure
2148,Melbourne-COMMA- Victoria
2149,not sure
2150,not sure
2151,42
2152,42
2153,42
2154,not sure
2155,Melbourne-COMMA- Victoria
2156,Melbourne-COMMA- Victoria
2157,42
2158,Melbourne-COMMA- Victoria
2159,not sure
2160,not sure
2161,42
2162,not sure
2163,Melbourne-COMMA- Victoria
2164,not sure
2165,Melbourne-COMMA- Victoria
2166,42
2167,not sure
2168,not sure
2169,Melbourne-COMMA- Victoria
2170,not sure
2171,Melbourne-COMMA- Victoria
2172,not sure
2173,not sure
2174,Melbourne-COMMA- Victoria
2175,not sure
2176,42
2177,42
2178,Melbourne-COMMA- Victoria
2179,42
2180,42
2181,Melbourne-COMMA- Victoria
2182,42
2183,Melbourne-COMMA- Victoria
2184,not sure
2185,not sure
2186,not sure
2187,42
2188,Melbourne-COMMA- Victoria
2189,42
2190,42
2191,not sure
2192,Melbourne-COMMA- Victoria
2193,not sure
2194,not sure
2195,42
2196,not sure
2197,42
2198,Melbourne-COMMA- Victoria
2199,not sure
2200,42
2201,Melbourne-COMMA- Victoria
2202,not sure
2203,not sure
2204,not sure
2205,Melbourne-COMMA- Victoria
2206,Melbourne-COMMA- Victoria
2207,not sure
2208,Melbourne-COMMA- Victoria
2209,not sure
2210,42
2211,not sure
2212,not sure
2213,42
2214,Melbourne-COMMA- Victoria
2215,not sure
2216,Melbourne-COMMA- Victoria
2217,Melbourne-COMMA- Victoria
2218,42
2219,Melbourne-COMMA- Victoria
2220,not sure
2221,42
2222,not sure
2223,42
2224,42
2225,42
2226,not sure
2227,42
2228,Melbourne-COMMA- Victoria
2229,not sure
2230,Melbourne-COMMA- Victoria
2231,42
2232,not sure
2233,Melbourne-COMMA- Victoria
2234,42
2235,not sure
2236,Melbourne-COMMA- Victoria
2237,not sure
2238,Melbourne-COMMA- Victoria
2239,not sure
2240,Melbourne-COMMA- Victoria
2241,42
2242,42
2243,not sure
2244,not sure
2245,not sure
2246,42
2247,42
2248,not sure
2249,Melbourne-COMMA- Victoria
2250,not sure
2251,Melbourne-COMMA- Victoria
2252,42
2253,Melbourne-COMMA- Victoria
2254,42
2255,Melbourne-COMMA- Victoria
2256,42
2257,not sure
2258,42
2259,Melbourne-COMMA- Victoria
2260,not sure
2261,Melbourne-COMMA- Victoria
2262,Melbourne-COMMA- Victoria
2263,not sure
2264,Melbourne-COMMA- Victoria
2265,42
2266,Melbourne-COMMA- Victoria
2267,42
2268,not sure
2269,not sure
2270,42
2271,not sure
2272,Melbourne-COMMA- Victoria
2273,Melbourne-COMMA- Victoria
2274,not sure
2275,not sure
2276,not sure
2277,42
2278,42
2279,Melbourne-COMMA- Victoria
2280,not sure
2281,Melbourne-COMMA- Victoria
2282,Melbourne-COMMA- Victoria
2283,not sure
2284,42
2285,42
2286,not sure
2287,Melbourne-COMMA- Victoria
2288,not sure
2289,42
2290,Melbourne-COMMA- Victoria
2291,42
2292,42
2293,42
2294,Melbourne-COMMA- Victoria
2295,not sure
2296,42
2297,42
2298,not sure
2299,42
2300,42
2301,42
2302,Melbourne-COMMA- Victoria
2303,42
2304,42
2305,not sure
2306,not sure
2307,42
2308,42
2309,not sure
2310,42
2311,Melbourne-COMMA- Victoria
2312,Melbourne-COMMA- Victoria
2313,Melbourne-COMMA- Victoria
2314,Melbourne-COMMA- Victoria
2315,42
2316,Melbourne-COMMA- Victoria
2317,42
2318,Melbourne-COMMA- Victoria
2319,not sure
2320,42
2321,Melbourne-COMMA- Victoria
2322,42
2323,not sure
2324,42
2325,42
2326,not sure
2327,Melbourne-COMMA- Victoria
2328,not sure
2329,not sure
2330,Melbourne-COMMA- Victoria
2331,not sure
2332,42
2333,42
2334,not sure
2335,Melbourne-COMMA- Victoria
2336,Melbourne-COMMA- Victoria
2337,Melbourne-COMMA- Victoria
2338,42
2339,not sure
2340,Melbourne-COMMA- Victoria
2341,42
2342,Melbourne-COMMA- Victoria
2343,Melbourne-COMMA- Victoria
2344,not sure
2345,not sure
2346,not sure
2347,not sure
2348,not sure
2349,Melbourne-COMMA- Victoria
2350,42
2351,not sure
2352,not sure
2353,not sure
2354,not sure
2355,Melbourne-COMMA- Victoria
2356,42
2357,Melbourne-COMMA- Victoria
2358,not sure
2359,Melbourne-COMMA- Victoria
2360,not sure
2361,42
2362,Melbourne-COMMA- Victoria
2363,not sure
2364,not sure
2365,not sure
2366,42
2367,not sure
2368,42
2369,Melbourne-COMMA- Victoria
2370,not sure
2371,42
2372,42
2373,Melbourne-COMMA- Victoria
2374,42
2375,not sure
2376,42
2377,Melbourne-COMMA- Victoria
2378,Melbourne-COMMA- Victoria
2379,not sure
2380,Melbourne-COMMA- Victoria
2381,Melbourne-COMMA- Victoria
2382,42
2383,42
2384,42
2385,Melbourne-COMMA- Victoria
2386,not sure
2387,not sure
2388,Melbourne-COMMA- Victoria
2389,42
2390,Melbourne-COMMA- Victoria
2391,not sure
2392,Melbourne-COMMA- Victoria
2393,Melbourne-COMMA- Victoria
2394,not sure
2395,not sure
2396,42
2397,Melbourne-COMMA- Victoria
2398,Melbourne-COMMA- Victoria
2399,not sure
2400,42
2401,42
2402,not sure
2403,42
2404,not sure
2405,not sure
2406,not sure
2407,Melbourne-COMMA- Victoria
2408,Melbourne-COMMA- Victoria
2409,Melbourne-COMMA- Victoria
2410,not sure
2411,42
2412,Melbourne-COMMA- Victoria
2413,not sure
2414,42
2415,42
2416,Melbourne-COMMA- Victoria
2417,not sure
2418,42
2419,Melbourne-COMMA- Victoria
2420,42
2421,not sure
2422,42
2423,not sure
2424,42
2425,42
2426,Melbourne-COMMA- Victoria
2427,not sure
2428,42
2429,not sure
2430,not sure
2431,Melbourne-COMMA- Victoria
2432,Melbourne-COMMA- Victoria
2433,Melbourne-COMMA- Victoria
2434,Melbourne-COMMA- Victoria
2435,42
2436,42
2437,Melbourne-COMMA- Victoria
2438,42
2439,not sure
2440,not sure
2441,42
2442,not sure
2443,Melbourne-COMMA- Victoria
2444,not sure
2445,not sure
2446,Melbourne-COMMA- Victoria
2447,not sure
2448,Melbourne-COMMA- Victoria
2449,42
2450,Melbourne-COMMA- Victoria
2451,not sure
2452,not sure
2453,Melbourne-COMMA- Victoria
2454,42
2455,Melbourne-COMMA- Victoria
2456,42
2457,not sure
2458,not sure
2459,Melbourne-COMMA- Victoria
2460,not sure
2461,42
2462,not sure
2463,Melbourne-COMMA- Victoria
2464,not sure
2465,42
2466,42
2467,42
2468,Melbourne-COMMA- Victoria
2469,not sure
2470,42
2471,42
2472,Melbourne-COMMA- Victoria
2473,not sure
2474,42
2475,42
2476,Melbourne-COMMA- Victoria
2477,42
2478,not sure
2479,42
2480,not sure
2481,not sure
2482,not sure
2483,not sure
2484,not sure
2485,42
2486,Melbourne-COMMA- Victoria
2487,42
2488,not sure
2489,42
2490,42
2491,not sure
2492,42
2493,Melbourne-COMMA- Victoria
2494,42
2495,not sure
2496,Melbourne-COMMA- Victoria
2497,42
2498,Melbourne-COMMA- Victoria
2499,Melbourne-COMMA- Victoria
2500,Melbourne-COMMA- Victoria
2501,Melbourne-COMMA- Victoria
2502,not sure
2503,not sure
2504,not sure
2505,Melbourne-COMMA- Victoria
2506,Melbourne-COMMA- Victoria
2507,42
2508,42
2509,Melbourne-COMMA- Victoria
2510,42
2511,Melbourne-COMMA- Victoria
2512,42
2513,Melbourne-COMMA- Victoria
2514,42
2515,Melbourne-COMMA- Victoria
2516,not sure
2517,42
2518,not sure
2519,Melbourne-COMMA- Victoria
2520,42
2521,42
2522,Melbourne-COMMA- Victoria
2523,not sure
2524,42
2525,Melbourne-COMMA- Victoria
2526,Melbourne-COMMA- Victoria
2527,42
2528,42
2529,42
2530,Melbourne-COMMA- Victoria
2531,Melbourne-COMMA- Victoria
2532,Melbourne-COMMA- Victoria
2533,not sure
2534,not sure
2535,Melbourne-COMMA- Victoria
2536,Melbourne-COMMA- Victoria
2537,42
2538,Melbourne-COMMA- Victoria
2539,not sure
2540,42
2541,Melbourne-COMMA- Victoria
2542,42
2543,not sure
2544,Melbourne-COMMA- Victoria
2545,Melbourne-COMMA- Victoria
2546,Melbourne-COMMA- Victoria
2547,Melbourne-COMMA- Victoria
2548,not sure
2549,Melbourne-COMMA- Victoria
2550,not sure
2551,Melbourne-COMMA- Victoria
2552,not sure
2553,42
2554,not sure
2555,42
2556,42
2557,42
2558,not sure
2559,not sure
2560,not sure
2561,not sure
2562,42
2563,not sure
2564,Melbourne-COMMA- Victoria
2565,Melbourne-COMMA- Victoria
2566,Melbourne-COMMA- Victoria
2567,42
2568,42
2569,42
2570,Melbourne-COMMA- Victoria
2571,42
2572,42
2573,Melbourne-COMMA- Victoria
2574,not sure
2575,not sure
2576,Melbourne-COMMA- Victoria
2577,42
2578,42
2579,not sure
2580,Melbourne-COMMA- Victoria
2581,Melbourne-COMMA- Victoria
2582,Melbourne-COMMA- Victoria
2583,not sure
2584,Melbourne-COMMA- Victoria
2585,not sure
2586,Melbourne-COMMA- Victoria
2587,Melbourne-COMMA- Victoria
2588,Melbourne-COMMA- Victoria
2589,Melbourne-COMMA- Victoria
2590,42
2591,not sure
2592,Melbourne-COMMA- Victoria
2593,42
2594,not sure
2595,42
2596,42
2597,Melbourne-COMMA- Victoria
2598,not sure
2599,42
2600,42
2601,42
2602,42
2603,42
2604,42
2605,42
2606,Melbourne-COMMA- Victoria
2607,not sure
2608,not sure
2609,42
2610,Melbourne-COMMA- Victoria
2611,42
2612,not sure
2613,Melbourne-COMMA- Victoria
2614,not sure
2615,42
2616,not sure
2617,not sure
2618,42
2619,not sure
2620,not sure
2621,not sure
2622,Melbourne-COMMA- Victoria
2623,Melbourne-COMMA- Victoria
2624,not sure
2625,not sure
2626,42
2627,not sure
2628,42
2629,Melbourne-COMMA- Victoria
2630,42
2631,42
2632,not sure
2633,42
2634,Melbourne-COMMA- Victoria
2635,Melbourne-COMMA- Victoria
2636,Melbourne-COMMA- Victoria
2637,not sure
2638,not sure
2639,42
2640,42
2641,42
2642,42
2643,Melbourne-COMMA- Victoria
2644,Melbourne-COMMA- Victoria
2645,not sure
2646,not sure
2647,not sure
2648,not sure
2649,not sure
2650,42
2651,not sure
2652,42
2653,not sure
2654,not sure
2655,not sure
2656,not sure
2657,Melbourne-COMMA- Victoria
2658,Melbourne-COMMA- Victoria
2659,42
2660,not sure
2661,not sure
2662,42
2663,not sure
2664,Melbourne-COMMA- Victoria
2665,not sure
2666,not sure
2667,not sure
2668,Melbourne-COMMA- Victoria
2669,not sure
2670,not sure
2671,Melbourne-COMMA- Victoria
2672,42
2673,42
2674,not sure
2675,Melbourne-COMMA- Victoria
2676,Melbourne-COMMA- Victoria
2677,not sure
2678,Melbourne-COMMA- Victoria
2679,not sure
2680,42
2681,42
2682,42
2683,42
2684,42
2685,42
2686,42
2687,not sure
2688,not sure
2689,Melbourne-COMMA- Victoria
2690,42
2691,Melbourne-COMMA- Victoria
2692,42
2693,not sure
2694,Melbourne-COMMA- Victoria
2695,42
2696,not sure
2697,42
2698,42
2699,not sure
2700,42
2701,42
2702,not sure
2703,42
2704,Melbourne-COMMA- Victoria
2705,not sure
2706,Melbourne-COMMA- Victoria
2707,not sure
2708,Melbourne-COMMA- Victoria
2709,42
2710,42
2711,not sure
2712,42
2713,Melbourne-COMMA- Victoria
2714,42
2715,not sure
2716,not sure
2717,not sure
2718,not sure
2719,Melbourne-COMMA- Victoria
2720,Melbourne-COMMA- Victoria
2721,not sure
2722,not sure
2723,Melbourne-COMMA- Victoria
2724,Melbourne-COMMA- Victoria
2725,Melbourne-COMMA- Victoria
2726,Melbourne-COMMA- Victoria
2727,Melbourne-COMMA- Victoria
2728,Melbourne-COMMA- Victoria
2729,Melbourne-COMMA- Victoria
2730,not sure
2731,Melbourne-COMMA- Victoria
2732,42
2733,42
2734,Melbourne-COMMA- Victoria
2735,42
2736,42
2737,42
2738,Melbourne-COMMA- Victoria
2739,42
2740,Melbourne-COMMA- Victoria
2741,not sure
2742,not sure
2743,42
2744,not sure
2745,Melbourne-COMMA- Victoria
2746,Melbourne-COMMA- Victoria
2747,42
2748,42
2749,not sure
2750,Melbourne-COMMA- Victoria
2751,Melbourne-COMMA- Victoria
2752,not sure
2753,not sure
2754,Melbourne-COMMA- Victoria
2755,Melbourne-COMMA- Victoria
2756,Melbourne-COMMA- Victoria
2757,42
2758,42
2759,Melbourne-COMMA- Victoria
2760,not sure
2761,Melbourne-COMMA- Victoria
2762,42
2763,not sure
2764,42
2765,not sure
2766,42
2767,42
2768,42
2769,42
2770,not sure
2771,42
2772,Melbourne-COMMA- Victoria
2773,not sure
2774,42
2775,not sure
2776,42
2777,42
2778,Melbourne-COMMA- Victoria
2779,Melbourne-COMMA- Victoria
2780,not sure
2781,42
2782,42
2783,Melbourne-COMMA- Victoria
2784,42
2785,42
2786,Melbourne-COMMA- Victoria
2787,not sure
2788,not sure
2789,42
2790,Melbourne-COMMA- Victoria
2791,Melbourne-COMMA- Victoria
2792,42
2793,42
2794,Melbourne-COMMA- Victoria
2795,42
